ASV	Domain	Phylum	Class	Order	Family	Genus
ASV07482	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Opitutaceae	Opitutaceae_genus
ASV07483	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Beijerinckiaceae_genus
ASV07484	Bacteria	Desulfobacterota	Syntrophobacteria	Syntrophobacterales	Syntrophobacteraceae	Desulfovirga
ASV07485	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Sporichthyaceae	Sporichthya
ASV07486	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Flavisolibacter
ASV07487	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pirellula
ASV07488	Bacteria	Chloroflexi	TK10	TK10_order	TK10_fam	TK10_genus
ASV07489	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	LD29
ASV07490	Bacteria	Cyanobacteria	Vampirivibrionia	Vampirovibrionales	Vampirovibrionaceae	Vampirovibrio
ASV07491	Bacteria	Chloroflexi	Chloroflexia	Kallotenuales	AKIW781	AKIW781_genus
ASV07492	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacterales_fam	Vicinamibacterales_genus
ASV07493	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Gemmataceae_genus
ASV07494	Bacteria	Firmicutes	Bacilli	Alicyclobacillales	Alicyclobacillaceae	Tumebacillus
ASV07495	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Candidatus Udaeobacter
ASV07496	Bacteria	Acidobacteriota	Acidobacteriae	Bryobacterales	Bryobacteraceae	Bryobacter
ASV07497	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacterales_fam	Vicinamibacterales_genus
ASV07498	Bacteria	Myxococcota	Polyangia	Polyangiales	Sandaracinaceae	Sandaracinaceae_genus
ASV07499	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas
ASV07500	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Gemmataceae_genus
ASV07501	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Cloacibacterium
ASV07502	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	67-14_genus
ASV07503	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	Actinocatenispora
ASV07504	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Polymorphobacter
ASV07505	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	67-14_genus
ASV07506	Bacteria	Proteobacteria	Alphaproteobacteria	Reyranellales	Reyranellaceae	Reyranella
ASV07507	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	MND1
ASV07508	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales_fam	Rhizobiales_genus
ASV07509	Bacteria	Nitrospirota	Nitrospiria	Nitrospirales	Nitrospiraceae	Nitrospira
ASV07510	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Crossiella
ASV07511	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	Elsterales_fam	Elsterales_genus
ASV07512	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Gemmataceae_genus
ASV07513	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	Tepidisphaerales WD2101 SG_fam	Tepidisphaerales WD2101 SG_genus
ASV07514	Bacteria	Myxococcota	Polyangia	Polyangiales	Sandaracinaceae	Sandaracinaceae_genus
ASV07515	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacterales_fam	Vicinamibacterales_genus
ASV07516	Bacteria	Chloroflexi	Chloroflexia	Kallotenuales	AKIW781	AKIW781_genus
ASV07517	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	Elsterales_fam	Elsterales_genus
ASV07518	Bacteria	Myxococcota	Polyangia	Polyangiales	Polyangiaceae	Aetherobacter
ASV07519	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Craurococcus-Caldovatus
ASV07520	Bacteria	Myxococcota	Polyangia	Polyangiales	BIrii41	BIrii41_genus
ASV07521	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	67-14_genus
ASV07522	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Terrimonas
ASV07523	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonadaceae_genus
ASV07524	Bacteria	Armatimonadota	Armatimonadota_class	Armatimonadota_order	Armatimonadota_fam	Armatimonadota_genus
ASV07525	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	Gaiellales_fam	Gaiellales_genus
ASV07526	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonadaceae_genus
ASV07527	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Gemmataceae_genus
ASV07528	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	Tepidisphaerales WD2101 SG_fam	Tepidisphaerales WD2101 SG_genus
ASV07529	Bacteria	Bdellovibrionota	Oligoflexia	0319-6G20_order	0319-6G20_fam	0319-6G20_genus
ASV07530	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides
ASV07531	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacterales	Vicinamibacterales
ASV07532	Bacteria	Actinobacteriota	Actinobacteria	0319-7L14_order	0319-7L14_fam	0319-7L14_genus
ASV07533	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pirellula
ASV07534	Bacteria	Actinobacteriota	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces
ASV07535	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	Cyclobacteriaceae_genus
ASV07536	Bacteria	Acidobacteriota	Blastocatellia	Blastocatellia_order	Blastocatellia_fam	Blastocatellia_genus
ASV07537	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	Gaiellales_fam	Gaiellales_genus
ASV07538	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	Elsterales_fam	Elsterales_genus
ASV07539	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Segetibacter
ASV07540	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Belnapia
ASV07541	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	Gaiellales_fam	Gaiellales_genus
ASV07542	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	TRA3-20	TRA3-20_genus
ASV07543	Bacteria	Myxococcota	Polyangia	Polyangiales	Sandaracinaceae	Sandaracinaceae_genus
ASV07544	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Xanthobacteraceae_genus
ASV07545	Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	Rickettsiella
ASV07546	Bacteria	Actinobacteriota	Actinobacteria	Streptosporangiales	Thermomonosporaceae	Actinomadura
ASV07547	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Microvirga
ASV07548	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Rhodoplanes
ASV07549	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Gemmataceae_genus
ASV07550	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pirellulaceae_genus
ASV07551	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
ASV07552	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	SC-I-84	SC-I-84_genus
ASV07553	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides
ASV07554	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus
ASV07555	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae SB1	Acidipila-Silvibacterium
ASV07556	Bacteria	Myxococcota	Polyangia	Haliangiales	Haliangiaceae	Haliangium
ASV07557	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	67-14_genus
ASV07558	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Altererythrobacter
ASV07559	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Chitinophagaceae_genus
ASV07560	Bacteria	Verrucomicrobiota	Omnitrophia	Omnitrophales	Omnitrophaceae	Candidatus Omnitrophus
ASV07561	Bacteria	Firmicutes	Bacilli	Alicyclobacillales	Alicyclobacillaceae	Tumebacillus
ASV07562	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	Gaiellales_fam	Gaiellales_genus
ASV07563	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Asticcacaulis
ASV07564	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter
ASV07565	Bacteria	Actinobacteriota	Actinobacteria	0319-7L14_order	0319-7L14_fam	0319-7L14_genus
ASV07566	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides
ASV07567	Bacteria	Acidobacteriota	Acidobacteriae	Bryobacterales	Bryobacteraceae	Bryobacter
ASV07568	Bacteria	Chloroflexi	Chloroflexia	Kallotenuales	AKIW781	AKIW781_genus
ASV07569	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Chitinophagaceae_genus
ASV07570	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Roseiflexaceae	Roseiflexaceae_genus
ASV07571	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Craurococcus-Caldovatus
ASV07572	Bacteria	Chloroflexi	P2-11E	P2-11E_order	P2-11E_fam	P2-11E_genus
ASV07573	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Flavisolibacter
ASV07574	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Gemmataceae_genus
ASV07575	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriae SG2	Acidobacteriae SG2	Acidobacteriae SG2
ASV07576	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	67-14_genus
ASV07577	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Segetibacter
ASV07578	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Brevibacteriaceae	Brevibacterium
ASV07579	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Roseisolibacter
ASV07580	Bacteria	Actinobacteriota	Actinobacteria	Streptosporangiales	Streptosporangiaceae	Planotetraspora
ASV07581	Bacteria	Acidobacteriota	Acidobacteriota_SG11	Acidobacteriota_SG11_order	Acidobacteriota_SG11_fam	Acidobacteriota_SG11_genus
ASV07582	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Sphingobacterium
ASV07583	Bacteria	Myxococcota	Polyangia	Polyangiales	Polyangiaceae	Sorangium
ASV07584	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacterales_fam	Vicinamibacterales_genus
ASV07585	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	67-14_genus
ASV07586	Bacteria	Myxococcota	Polyangia	mle1-27	mle1-27	mle1-27
ASV07587	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Chloroplast	Chloroplast
ASV07588	Bacteria	Dependentiae	Babeliae	Babeliales	Babeliaceae	Babeliaceae_genus
ASV07589	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Cloacibacterium
ASV07590	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Domibacillus
ASV07591	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Fimbriiglobus
ASV07592	Bacteria	Actinobacteriota	Actinobacteria	0319-7L14_order	0319-7L14_fam	0319-7L14_genus
ASV07593	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	Tepidisphaerales WD2101 SG_fam	Tepidisphaerales WD2101 SG_genus
ASV07594	Bacteria	Myxococcota	Polyangia	Haliangiales	Haliangiaceae	Haliangium
ASV07595	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatirosa
ASV07596	Bacteria	Deinococcota	Deinococci	Thermales	Thermaceae	Thermus
ASV07597	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	Ellin517
ASV07598	Bacteria	Myxococcota	Polyangia	Polyangiales	Polyangiaceae	Sorangium
ASV07599	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Gemmataceae_genus
ASV07600	Bacteria	Acidobacteriota	Acidobacteriota_SG5	Acidobacteriota_SG5_order	Acidobacteriota_SG5_fam	Acidobacteriota_SG5_genus
ASV07601	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	I-8
ASV07602	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	AKYG1722	AKYG1722_genus
ASV07603	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Gemmataceae_genus
ASV07604	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Xanthobacteraceae_genus
ASV07605	Bacteria	Chloroflexi	KD4-96	KD4-96_order	KD4-96_fam	KD4-96_genus
ASV07606	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
ASV07607	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacterales_fam	Vicinamibacterales_genus
ASV07608	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Chitinophagaceae_genus
ASV07609	Bacteria	Bdellovibrionota	Oligoflexia	0319-6G20_order	0319-6G20_fam	0319-6G20_genus
ASV07610	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Parviterribacter
ASV07611	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Comamonadaceae_genus
ASV07612	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	Gaiellales_fam	Gaiellales_genus
ASV07613	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia
ASV07614	Bacteria	Myxococcota	Polyangia	Haliangiales	Haliangiaceae	Haliangium
ASV07615	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	Tepidisphaerales WD2101 SG_fam	Tepidisphaerales WD2101 SG_genus
ASV07616	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	Tepidisphaerales WD2101 SG_fam	Tepidisphaerales WD2101 SG_genus
ASV07617	Bacteria	Planctomycetota	OM190	OM190_order	OM190_fam	OM190_genus
ASV07618	Bacteria	Acidobacteriota	Thermoanaerobaculia	Thermoanaerobaculales	Thermoanaerobaculaceae	Thermoanaerobaculaceae SG10
ASV07619	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	ADurb
ASV07620	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Nostocaceae	Nostocaceae_genus
ASV07621	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Flavisolibacter
ASV07622	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia
ASV07623	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	MND1
ASV07624	Bacteria	Firmicutes	Bacilli	Alicyclobacillales	Alicyclobacillaceae	Tumebacillus
ASV07625	Bacteria	Myxococcota	Polyangia	Polyangiales	Polyangiaceae	Sorangium
ASV07626	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Crossiella
ASV07627	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Parafilimonas
ASV07628	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Noviherbaspirillum
ASV07629	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonadaceae_genus
ASV07630	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Geodermatophilaceae	Geodermatophilus
ASV07631	Bacteria	Acidobacteriota	Acidobacteriae	Bryobacterales	Bryobacteraceae	Bryobacter
ASV07632	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Chitinophagaceae_genus
ASV07633	Bacteria	NB1-j	NB1-j_class	NB1-j_order	NB1-j_fam	NB1-j_genus
ASV07634	Bacteria	Chloroflexi	JG30-KF-CM66	JG30-KF-CM66_order	JG30-KF-CM66_fam	JG30-KF-CM66_genus
ASV07635	Bacteria	Acidobacteriota	Acidobacteriota_SG25	Acidobacteriota_SG25_order	Acidobacteriota_SG25_fam	Acidobacteriota_SG25_genus
ASV07636	Bacteria	Bdellovibrionota	Oligoflexia	0319-6G20_order	0319-6G20_fam	0319-6G20_genus
ASV07637	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium
ASV07638	Bacteria	Myxococcota	Myxococcota_class	Myxococcota_order	Myxococcota_fam	Myxococcota_genus
ASV07639	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	Saprospiraceae_genus
ASV07640	Bacteria	Gemmatimonadota	Gemmatimonadota_S0134	Gemmatimonadota_S0134_order	Gemmatimonadota_S0134_fam	Gemmatimonadota_S0134_genus
ASV07641	Bacteria	Gemmatimonadota	Longimicrobia	Longimicrobiales	Longimicrobiaceae	Longimicrobiaceae_genus
ASV07642	Bacteria	Acidobacteriota	Blastocatellia	Pyrinomonadales	Pyrinomonadaceae	RB41
ASV07643	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Saccharomonospora
ASV07644	Bacteria	Gemmatimonadota	Longimicrobia	Longimicrobiales	Longimicrobiaceae	Longimicrobiaceae_genus
ASV07645	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Candidatus Nostocoida
ASV07646	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Isosphaeraceae_genus
ASV07647	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Rhodoplanes
ASV07648	Bacteria	Gemmatimonadota	Longimicrobia	Longimicrobiales	Longimicrobiaceae	YC-ZSS-LKJ147
ASV07649	Bacteria	Armatimonadota	Armatimonadia	Armatimonadales	Armatimonadales	Armatimonadales
ASV07650	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas
ASV07651	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Isosphaeraceae_genus
ASV07652	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Isosphaeraceae_genus
ASV07653	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Nostocaceae	Nostocaceae_genus
ASV07654	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Enhydrobacter
ASV07655	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Microtrichaceae	Microtrichaceae_genus
ASV07656	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Aquisphaera
ASV07657	Bacteria	Actinobacteriota	Acidimicrobiia	Acidimicrobiia_order	Acidimicrobiia_fam	Acidimicrobiia_genus
ASV07658	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Isosphaeraceae_genus
ASV07659	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Isosphaeraceae_genus
ASV07660	Bacteria	Actinobacteriota	Acidimicrobiia	Acidimicrobiia_order	Acidimicrobiia_fam	Acidimicrobiia_genus
ASV07661	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Chryseobacterium
ASV07662	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter
ASV07663	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacterales_fam	Vicinamibacterales_genus
ASV07664	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Gemmataceae
ASV07665	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas
ASV07666	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter
ASV07667	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	Elsterales_fam	Elsterales_genus
ASV07668	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	B1-7BS	B1-7BS_genus
ASV07669	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	SC-I-84	SC-I-84_genus
ASV07670	Bacteria	Armatimonadota	Armatimonadota_class	Armatimonadota_order	Armatimonadota_fam	Armatimonadota_genus
ASV07671	Bacteria	Proteobacteria	Gammaproteobacteria	Salinisphaerales	Solimonadaceae	Polycyclovorans
ASV07672	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Gemmataceae_genus
ASV07673	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Gemmataceae_genus
ASV07674	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonadaceae_genus
ASV07675	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas
ASV07676	Archaea	Crenarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	Candidatus Nitrososphaera
ASV07677	Bacteria	Chloroflexi	Anaerolineae	SBR1031	SBR1031	SBR1031
ASV07678	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Niastella
ASV07679	Bacteria	Chloroflexi	TK10	TK10_order	TK10_fam	TK10_genus
ASV07680	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter
ASV07681	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Chloroplast	Chloroplast
ASV07682	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Noviherbaspirillum
ASV07683	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Pedomicrobium
ASV07684	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Dermacoccaceae	Flexivirga
ASV07685	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales_fam	Rhizobiales_fam_genus
ASV07686	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	Elsterales_fam	Elsterales_genus
ASV07687	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium
ASV07688	Bacteria	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	Melittangium
ASV07689	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Bradyrhizobium
ASV07690	Bacteria	Acidobacteriota	Acidobacteriae	Bryobacterales	Bryobacteraceae	Bryobacter
ASV07691	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	Pedosphaeraceae_genus
ASV07692	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Amycolatopsis
ASV07693	Bacteria	Myxococcota	Myxococcota_class	Myxococcota_order	Myxococcota_fam	Myxococcota_genus
ASV07694	Bacteria	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus
ASV07695	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Ensifer
ASV07696	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	Tepidisphaerales WD2101 SG_fam	Tepidisphaerales WD2101 SG_genus
ASV07697	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Dyella
ASV07698	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Flavisolibacter
ASV07699	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter
ASV07700	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonadaceae_genus
ASV07701	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	Tepidisphaerales WD2101 SG_fam	Tepidisphaerales WD2101 SG_genus
